,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
3793,21168,Male,Loyal Customer,48,Business travel,Business,2578,2,1,1,1,2,3,3,2,2,2,2,4,2,1,0,0.0,neutral or dissatisfied
3794,11102,Female,Loyal Customer,8,Personal Travel,Eco,316,3,5,3,1,4,3,3,4,1,2,5,4,1,4,0,0.0,neutral or dissatisfied
3795,72042,Female,Loyal Customer,45,Personal Travel,Eco,4243,1,5,1,1,1,3,3,1,2,3,3,3,2,3,6,0.0,neutral or dissatisfied
3796,127228,Male,Loyal Customer,58,Business travel,Business,1460,3,3,3,3,3,4,4,5,5,5,5,4,5,4,0,0.0,satisfied
3797,113128,Female,Loyal Customer,70,Business travel,Eco Plus,479,3,2,2,2,4,3,3,3,3,3,3,4,3,3,16,10.0,neutral or dissatisfied
3798,107967,Female,Loyal Customer,37,Business travel,Business,825,1,1,1,1,3,4,4,3,3,4,3,3,3,3,8,0.0,satisfied
3799,101021,Female,Loyal Customer,51,Personal Travel,Eco,867,3,4,2,3,3,4,5,2,2,2,2,5,2,4,1,7.0,neutral or dissatisfied
3800,20443,Male,disloyal Customer,21,Business travel,Eco,177,4,4,4,3,1,4,1,1,1,4,4,2,2,1,0,0.0,satisfied
3801,96534,Male,Loyal Customer,51,Personal Travel,Eco,302,1,5,1,5,4,1,4,4,5,4,4,4,4,4,36,41.0,neutral or dissatisfied
3802,74469,Female,Loyal Customer,53,Business travel,Business,2772,2,2,2,2,4,4,5,3,3,3,3,3,3,5,0,0.0,satisfied
3803,26573,Female,Loyal Customer,36,Business travel,Eco,581,4,5,5,5,4,4,4,4,1,3,2,5,2,4,52,70.0,satisfied
3804,8911,Male,Loyal Customer,15,Personal Travel,Eco,510,2,4,2,3,2,2,3,2,3,5,4,4,4,2,29,26.0,neutral or dissatisfied
3805,77487,Male,disloyal Customer,23,Business travel,Business,1195,5,0,5,1,4,5,4,4,3,4,4,3,5,4,19,93.0,satisfied
3806,97935,Female,Loyal Customer,49,Business travel,Business,2788,3,5,5,5,5,4,4,3,3,3,3,4,3,3,0,0.0,neutral or dissatisfied
3807,37419,Male,Loyal Customer,45,Business travel,Business,3356,1,1,1,1,1,4,4,5,5,5,5,2,5,1,0,1.0,satisfied
3808,27388,Female,Loyal Customer,28,Business travel,Business,679,2,2,2,2,5,5,5,5,1,3,2,2,4,5,5,0.0,satisfied
3809,69710,Female,Loyal Customer,10,Business travel,Business,1372,4,4,4,4,4,4,4,4,3,5,3,4,4,4,0,0.0,neutral or dissatisfied
3810,63366,Female,Loyal Customer,12,Personal Travel,Eco,372,1,0,1,3,5,1,2,5,3,3,5,4,5,5,0,0.0,neutral or dissatisfied
3811,100053,Female,Loyal Customer,27,Personal Travel,Eco,281,2,4,2,2,2,2,2,2,3,4,4,5,4,2,25,19.0,neutral or dissatisfied
3812,44100,Female,Loyal Customer,35,Business travel,Eco,408,3,4,4,4,3,3,3,3,1,5,3,2,2,3,47,52.0,neutral or dissatisfied
3813,5322,Female,Loyal Customer,68,Personal Travel,Eco Plus,383,2,5,2,3,5,4,3,4,4,2,4,4,4,2,0,0.0,neutral or dissatisfied
3814,58911,Female,Loyal Customer,45,Personal Travel,Eco,888,3,3,3,2,5,2,2,4,4,3,2,2,4,2,0,0.0,neutral or dissatisfied
3815,48616,Female,Loyal Customer,25,Business travel,Eco Plus,850,4,1,2,1,4,4,5,4,3,3,1,4,2,4,0,0.0,satisfied
3816,76407,Male,Loyal Customer,21,Personal Travel,Business,405,2,5,2,3,1,2,3,1,2,4,3,1,3,1,0,0.0,neutral or dissatisfied
3817,53398,Male,Loyal Customer,54,Business travel,Business,2288,4,4,4,4,2,4,4,3,3,4,3,4,3,3,121,94.0,satisfied
3818,101601,Female,Loyal Customer,55,Business travel,Business,1139,3,1,3,3,4,4,5,5,5,5,5,3,5,4,15,3.0,satisfied
3819,110635,Female,Loyal Customer,61,Business travel,Eco Plus,327,4,3,1,3,1,4,3,4,4,4,4,3,4,1,3,0.0,satisfied
3820,122425,Male,disloyal Customer,25,Business travel,Eco,961,2,2,2,3,2,2,2,2,1,2,3,2,4,2,0,0.0,neutral or dissatisfied
3821,58088,Female,disloyal Customer,28,Business travel,Business,589,4,4,4,3,3,4,3,3,4,5,4,3,5,3,10,0.0,satisfied
3822,36562,Female,disloyal Customer,35,Business travel,Eco,1010,3,3,3,2,5,3,5,5,4,3,2,5,4,5,0,17.0,neutral or dissatisfied
3823,49101,Female,Loyal Customer,45,Business travel,Eco,373,4,3,5,3,4,2,5,4,4,4,4,2,4,4,36,21.0,satisfied
3824,83667,Male,Loyal Customer,27,Business travel,Business,2718,3,2,2,2,3,3,3,3,3,2,3,2,3,3,69,77.0,neutral or dissatisfied
3825,89547,Male,disloyal Customer,27,Business travel,Business,1005,2,2,2,4,1,2,1,1,4,3,4,4,5,1,0,0.0,neutral or dissatisfied
3826,12692,Male,Loyal Customer,56,Business travel,Eco,689,5,2,2,2,5,5,5,5,5,3,2,5,4,5,0,18.0,satisfied
3827,88415,Male,Loyal Customer,49,Business travel,Eco,581,2,2,2,2,2,2,2,2,4,3,3,1,2,2,0,0.0,neutral or dissatisfied
3828,101050,Female,Loyal Customer,57,Business travel,Business,2001,3,3,4,3,4,4,5,4,4,4,4,3,4,5,9,0.0,satisfied
3829,75389,Female,Loyal Customer,48,Business travel,Business,2585,1,1,3,1,5,5,5,2,2,2,2,3,2,4,0,0.0,satisfied
3830,95745,Male,disloyal Customer,16,Business travel,Eco,181,2,3,2,4,5,2,5,5,3,5,4,1,4,5,9,2.0,neutral or dissatisfied
3831,115220,Female,Loyal Customer,48,Business travel,Business,296,1,1,3,1,4,5,4,5,5,5,5,5,5,5,0,0.0,satisfied
3832,109036,Female,Loyal Customer,61,Business travel,Business,2642,3,1,1,1,1,3,3,3,3,3,3,2,3,1,9,0.0,neutral or dissatisfied
3833,128475,Female,Loyal Customer,10,Personal Travel,Eco,647,2,2,2,3,2,2,2,2,4,5,3,2,3,2,10,2.0,neutral or dissatisfied
3834,71709,Female,Loyal Customer,50,Personal Travel,Eco Plus,1197,2,4,2,5,3,5,4,3,3,2,3,3,3,3,3,0.0,neutral or dissatisfied
3835,34593,Female,Loyal Customer,52,Business travel,Eco,1598,2,5,5,5,2,3,4,2,2,2,2,2,2,1,0,0.0,neutral or dissatisfied
3836,105613,Male,disloyal Customer,36,Business travel,Business,787,2,2,2,5,2,2,2,2,3,3,5,3,5,2,0,0.0,neutral or dissatisfied
3837,2839,Male,Loyal Customer,40,Business travel,Business,409,1,1,1,1,2,2,3,1,1,1,1,2,1,4,0,2.0,neutral or dissatisfied
3838,111080,Female,Loyal Customer,57,Personal Travel,Eco,197,3,4,3,3,5,5,5,5,5,3,5,4,5,4,26,15.0,neutral or dissatisfied
3839,19516,Female,Loyal Customer,22,Business travel,Eco Plus,566,3,3,3,3,3,3,2,3,4,3,4,3,3,3,5,3.0,neutral or dissatisfied
3840,37766,Female,Loyal Customer,47,Business travel,Eco Plus,1076,5,1,1,1,2,1,2,5,5,5,5,5,5,4,50,66.0,satisfied
3841,245,Female,Loyal Customer,29,Business travel,Business,2903,3,2,2,2,3,3,3,3,3,5,3,4,3,3,17,25.0,neutral or dissatisfied
3842,125467,Male,disloyal Customer,25,Business travel,Eco,1417,2,1,1,1,2,2,2,2,3,3,2,5,1,2,0,0.0,neutral or dissatisfied
3843,84967,Male,Loyal Customer,10,Personal Travel,Eco Plus,547,3,3,3,4,2,3,5,2,4,3,4,1,3,2,0,0.0,neutral or dissatisfied
3844,44234,Male,Loyal Customer,54,Business travel,Business,2616,1,1,5,1,2,1,5,5,5,5,3,4,5,4,0,6.0,satisfied
3845,8756,Male,Loyal Customer,23,Business travel,Business,1698,3,4,4,4,3,3,3,3,2,1,4,4,3,3,25,23.0,neutral or dissatisfied
3846,124363,Male,Loyal Customer,56,Business travel,Business,2803,3,3,3,3,4,5,4,5,5,5,5,5,5,4,0,0.0,satisfied
3847,14670,Female,disloyal Customer,24,Business travel,Eco,430,2,0,2,3,5,2,5,5,4,3,5,3,4,5,0,0.0,neutral or dissatisfied
3848,110229,Female,Loyal Customer,33,Business travel,Business,2300,5,5,5,5,5,4,4,5,5,5,5,3,5,4,0,6.0,satisfied
3849,43037,Male,Loyal Customer,42,Business travel,Business,391,2,1,1,1,1,2,3,2,2,2,2,2,2,4,10,0.0,neutral or dissatisfied
3850,13681,Male,Loyal Customer,52,Business travel,Business,954,3,3,3,3,5,4,2,4,4,4,4,5,4,3,9,13.0,satisfied
3851,23227,Female,Loyal Customer,53,Business travel,Business,116,0,3,0,4,1,3,4,2,2,2,2,3,2,5,2,0.0,satisfied
3852,118055,Male,Loyal Customer,33,Business travel,Business,1262,3,5,5,5,3,3,3,3,2,4,4,1,3,3,58,41.0,neutral or dissatisfied
3853,54405,Female,Loyal Customer,39,Business travel,Business,305,1,3,3,3,3,4,3,1,1,1,1,4,1,2,0,0.0,neutral or dissatisfied
3854,62038,Male,disloyal Customer,11,Business travel,Eco,1117,3,3,3,4,3,3,5,3,4,1,4,2,4,3,11,18.0,neutral or dissatisfied
3855,2696,Male,Loyal Customer,40,Business travel,Business,562,4,4,4,4,5,4,5,5,5,5,5,5,5,5,10,0.0,satisfied
3856,60951,Female,disloyal Customer,26,Business travel,Eco,888,1,2,2,4,1,2,2,1,1,2,3,3,3,1,24,6.0,neutral or dissatisfied
3857,2267,Male,Loyal Customer,59,Business travel,Business,925,5,5,5,5,5,5,4,3,3,4,3,4,3,5,67,57.0,satisfied
3858,56883,Male,Loyal Customer,53,Business travel,Business,2454,4,4,2,4,5,4,5,5,5,5,5,3,5,3,1,0.0,satisfied
3859,40447,Male,Loyal Customer,44,Business travel,Business,222,2,2,3,2,5,4,5,4,4,4,5,5,4,1,0,0.0,satisfied
3860,91718,Female,Loyal Customer,38,Business travel,Business,2089,4,4,4,4,4,5,4,3,3,4,3,5,3,4,0,1.0,satisfied
3861,86124,Male,disloyal Customer,24,Business travel,Business,331,5,5,5,4,2,5,3,2,4,3,5,4,5,2,2,4.0,satisfied
3862,23356,Male,Loyal Customer,52,Personal Travel,Eco Plus,979,1,5,1,2,3,1,3,3,5,5,4,4,5,3,67,48.0,neutral or dissatisfied
3863,128855,Male,Loyal Customer,14,Personal Travel,Eco,2475,4,4,3,5,3,5,5,3,3,5,5,5,3,5,15,24.0,neutral or dissatisfied
3864,115595,Male,Loyal Customer,43,Business travel,Business,2533,2,2,2,2,4,5,5,4,4,4,4,5,4,4,0,0.0,satisfied
3865,69730,Female,Loyal Customer,48,Personal Travel,Eco,1372,1,4,1,4,3,2,3,2,2,1,2,2,2,2,0,0.0,neutral or dissatisfied
3866,128678,Male,Loyal Customer,30,Business travel,Business,2288,3,3,3,3,5,5,5,5,3,4,5,5,4,5,17,0.0,satisfied
3867,86658,Female,Loyal Customer,70,Personal Travel,Eco,746,2,4,2,4,4,3,4,3,3,2,3,2,3,4,0,0.0,neutral or dissatisfied
3868,121360,Male,Loyal Customer,56,Business travel,Business,1670,5,5,5,5,3,4,4,2,2,2,2,4,2,3,0,0.0,satisfied
3869,54056,Male,Loyal Customer,52,Business travel,Business,1416,2,2,2,2,1,1,1,4,4,4,4,2,4,4,0,0.0,satisfied
3870,19032,Male,Loyal Customer,22,Personal Travel,Eco,871,1,5,0,3,4,0,4,4,2,4,3,2,5,4,0,2.0,neutral or dissatisfied
3871,32546,Male,Loyal Customer,62,Business travel,Business,2276,2,2,4,2,3,1,2,5,5,5,4,2,5,2,0,0.0,satisfied
3872,18779,Female,Loyal Customer,46,Business travel,Eco,551,4,1,1,1,1,3,2,5,5,4,5,1,5,3,43,31.0,satisfied
3873,123450,Male,Loyal Customer,47,Business travel,Business,2125,1,1,1,1,2,5,5,4,4,4,4,5,4,5,0,0.0,satisfied
3874,83912,Female,Loyal Customer,42,Business travel,Business,2543,2,5,5,5,1,3,4,2,2,1,2,2,2,3,0,0.0,neutral or dissatisfied
3875,97688,Female,disloyal Customer,66,Business travel,Business,491,2,2,2,4,2,2,5,2,5,3,4,4,4,2,0,0.0,neutral or dissatisfied
3876,34066,Female,Loyal Customer,40,Personal Travel,Eco,1674,3,1,3,4,3,3,3,3,1,4,4,1,3,3,20,0.0,neutral or dissatisfied
3877,67813,Female,Loyal Customer,58,Business travel,Business,2294,1,1,1,1,5,2,1,5,5,5,5,2,5,2,0,0.0,satisfied
3878,66888,Female,Loyal Customer,55,Business travel,Business,2114,2,5,5,5,4,4,4,2,2,2,2,3,2,4,0,0.0,neutral or dissatisfied
3879,32823,Male,disloyal Customer,22,Business travel,Eco,216,1,0,0,2,3,0,3,3,4,4,5,3,3,3,0,3.0,neutral or dissatisfied
3880,7957,Female,Loyal Customer,25,Business travel,Business,2721,2,2,2,2,3,4,3,3,3,2,4,3,4,3,0,0.0,satisfied
3881,10533,Male,Loyal Customer,39,Business travel,Business,429,3,3,3,3,3,4,4,4,4,4,4,4,4,3,0,0.0,satisfied
3882,114087,Male,Loyal Customer,12,Personal Travel,Eco,1947,0,4,0,5,1,0,1,1,5,3,5,4,5,1,25,18.0,satisfied
3883,113116,Female,Loyal Customer,44,Personal Travel,Eco,479,3,4,3,3,5,3,3,2,2,3,2,3,2,1,26,22.0,neutral or dissatisfied
3884,103980,Female,Loyal Customer,40,Business travel,Business,1334,5,5,5,5,3,4,4,5,5,5,5,5,5,4,2,0.0,satisfied
3885,126195,Female,disloyal Customer,26,Business travel,Eco,631,4,2,4,3,5,4,5,5,1,4,4,1,4,5,0,0.0,neutral or dissatisfied
3886,90521,Female,Loyal Customer,42,Business travel,Business,406,4,4,4,4,3,4,5,5,5,5,5,4,5,4,3,0.0,satisfied
3887,33406,Male,disloyal Customer,35,Business travel,Eco,851,1,1,1,5,1,4,4,4,2,4,5,4,1,4,0,18.0,neutral or dissatisfied
3888,46872,Male,disloyal Customer,27,Business travel,Eco,844,3,3,3,4,4,3,1,4,1,2,3,2,4,4,10,22.0,neutral or dissatisfied
3889,12398,Male,Loyal Customer,22,Business travel,Business,2840,4,5,5,5,1,1,4,1,2,2,3,4,3,1,0,0.0,neutral or dissatisfied
3890,28193,Female,Loyal Customer,7,Personal Travel,Eco,834,3,3,3,1,1,3,1,1,4,3,2,1,1,1,0,0.0,neutral or dissatisfied
3891,128049,Male,Loyal Customer,54,Business travel,Business,735,3,3,3,3,3,4,4,5,5,5,5,4,5,5,0,0.0,satisfied
3892,104568,Male,disloyal Customer,24,Business travel,Eco,369,2,4,2,2,3,2,3,3,4,5,5,3,5,3,11,10.0,neutral or dissatisfied
3893,44953,Female,Loyal Customer,46,Personal Travel,Eco,397,3,3,3,1,2,1,4,1,1,3,1,1,1,4,34,47.0,neutral or dissatisfied
3894,49666,Female,disloyal Customer,40,Business travel,Business,109,3,3,3,2,3,3,4,3,4,2,5,1,3,3,56,54.0,neutral or dissatisfied
3895,42037,Male,Loyal Customer,32,Business travel,Business,116,1,2,2,2,2,2,1,2,2,4,3,1,4,2,0,0.0,neutral or dissatisfied
3896,99360,Male,Loyal Customer,48,Business travel,Business,409,4,4,4,4,5,5,5,4,4,4,4,5,4,3,0,0.0,satisfied
3897,49476,Male,Loyal Customer,59,Business travel,Eco,109,4,3,4,4,4,4,4,4,2,1,4,2,1,4,5,0.0,satisfied
3898,109021,Female,Loyal Customer,50,Business travel,Business,1609,4,4,4,4,4,5,5,2,2,2,2,3,2,4,14,10.0,satisfied
3899,52439,Female,Loyal Customer,27,Personal Travel,Eco,598,4,0,4,4,3,4,3,3,4,2,5,5,5,3,0,0.0,neutral or dissatisfied
3900,107785,Male,Loyal Customer,50,Business travel,Business,666,5,5,5,5,2,5,4,4,4,4,4,5,4,4,0,0.0,satisfied
3901,82392,Female,Loyal Customer,48,Business travel,Business,1808,4,4,5,4,2,5,4,4,4,4,4,5,4,3,0,1.0,satisfied
3902,84404,Male,Loyal Customer,15,Business travel,Business,606,2,5,5,5,2,2,2,2,4,1,3,4,3,2,0,0.0,neutral or dissatisfied
3903,84622,Male,disloyal Customer,18,Business travel,Eco,669,3,4,3,3,5,3,5,5,3,2,4,3,4,5,0,0.0,neutral or dissatisfied
3904,71664,Male,Loyal Customer,62,Personal Travel,Eco,1120,1,4,1,5,2,1,2,2,3,2,5,4,4,2,0,0.0,neutral or dissatisfied
3905,49558,Female,Loyal Customer,47,Business travel,Business,308,5,5,5,5,2,1,3,5,5,5,5,2,5,1,0,0.0,satisfied
3906,48345,Female,disloyal Customer,33,Business travel,Eco,587,4,0,4,4,3,4,3,3,4,3,5,4,5,3,0,,neutral or dissatisfied
3907,99781,Male,Loyal Customer,45,Business travel,Business,584,1,1,1,1,3,5,4,5,5,5,5,5,5,4,100,121.0,satisfied
3908,58303,Male,Loyal Customer,57,Business travel,Business,1739,4,4,4,4,5,3,4,4,4,4,4,4,4,5,6,0.0,satisfied
3909,88778,Female,Loyal Customer,32,Business travel,Business,270,4,4,2,4,5,5,5,5,5,2,4,4,4,5,0,0.0,satisfied
3910,26486,Female,Loyal Customer,13,Personal Travel,Eco Plus,842,3,5,3,2,2,3,2,2,4,1,2,3,2,2,0,0.0,neutral or dissatisfied
3911,29816,Female,Loyal Customer,38,Business travel,Eco,31,4,2,2,2,4,4,4,4,4,4,3,5,2,4,0,0.0,satisfied
3912,48742,Male,disloyal Customer,23,Business travel,Business,209,4,4,4,3,2,4,2,2,3,2,3,3,4,2,13,0.0,neutral or dissatisfied
3913,74809,Male,Loyal Customer,33,Business travel,Eco Plus,1431,5,4,3,4,5,5,5,5,3,3,2,4,4,5,34,51.0,satisfied
3914,95096,Male,Loyal Customer,65,Personal Travel,Eco,248,3,5,3,2,4,3,4,4,4,3,5,5,4,4,14,28.0,neutral or dissatisfied
3915,75719,Female,disloyal Customer,21,Business travel,Eco,813,5,5,5,1,2,5,4,2,3,5,4,3,5,2,0,0.0,satisfied
3916,77142,Female,Loyal Customer,58,Business travel,Business,1865,5,5,5,5,5,3,4,4,4,4,4,3,4,3,0,0.0,satisfied
3917,3146,Male,Loyal Customer,40,Business travel,Business,140,1,1,1,1,3,4,5,5,5,5,5,5,5,5,0,0.0,satisfied
3918,114585,Female,disloyal Customer,45,Business travel,Business,446,2,2,2,1,4,2,4,4,3,2,5,5,5,4,0,0.0,satisfied
3919,54334,Female,Loyal Customer,8,Personal Travel,Eco,1597,2,5,2,4,1,2,1,1,3,3,4,5,4,1,4,0.0,neutral or dissatisfied
3920,89808,Female,Loyal Customer,52,Business travel,Business,1688,2,4,2,2,2,4,5,4,4,4,4,4,4,5,22,13.0,satisfied
3921,48235,Male,Loyal Customer,32,Personal Travel,Eco,259,5,3,5,5,2,5,1,2,5,4,5,3,5,2,0,0.0,satisfied
3922,84004,Female,Loyal Customer,13,Personal Travel,Eco,373,2,3,2,3,5,2,5,5,3,3,5,3,2,5,0,4.0,neutral or dissatisfied
3923,59561,Female,disloyal Customer,24,Business travel,Eco,787,2,2,2,2,1,2,1,1,4,2,5,3,5,1,6,0.0,neutral or dissatisfied
3924,128126,Female,Loyal Customer,54,Personal Travel,Eco,1587,2,5,2,5,2,5,5,4,4,2,4,3,4,3,0,0.0,neutral or dissatisfied
3925,114332,Female,Loyal Customer,69,Personal Travel,Eco,862,4,4,4,2,2,4,4,4,4,4,4,5,4,5,8,9.0,neutral or dissatisfied
3926,70149,Female,Loyal Customer,7,Personal Travel,Eco,550,4,4,4,3,1,4,1,1,2,5,2,1,4,1,4,4.0,neutral or dissatisfied
3927,88151,Male,Loyal Customer,54,Business travel,Business,2703,1,1,4,1,3,5,5,5,5,5,5,5,5,4,19,5.0,satisfied
3928,114784,Female,Loyal Customer,59,Business travel,Business,1503,2,5,2,2,4,4,5,5,5,5,5,5,5,5,10,0.0,satisfied
3929,25823,Female,Loyal Customer,22,Business travel,Eco Plus,1747,4,5,5,5,4,4,5,4,5,3,1,4,1,4,4,7.0,satisfied
3930,10585,Female,disloyal Customer,23,Business travel,Eco,458,2,4,2,5,2,2,2,2,3,4,4,5,5,2,26,30.0,neutral or dissatisfied
3931,6797,Male,Loyal Customer,36,Business travel,Business,223,1,3,1,1,2,4,5,5,5,5,5,5,5,5,0,0.0,satisfied
3932,74743,Male,Loyal Customer,46,Personal Travel,Eco,1171,3,4,4,4,4,4,4,4,3,5,3,4,4,4,0,0.0,neutral or dissatisfied
3933,38213,Female,Loyal Customer,23,Business travel,Eco Plus,1197,4,5,5,5,4,4,5,4,3,2,1,5,2,4,0,0.0,satisfied
3934,40194,Male,disloyal Customer,24,Business travel,Eco,387,4,0,4,3,5,4,2,5,5,2,5,1,5,5,0,0.0,neutral or dissatisfied
3935,66085,Female,Loyal Customer,41,Personal Travel,Eco,1055,2,4,2,3,5,2,5,5,5,2,5,4,5,5,9,9.0,neutral or dissatisfied
3936,12489,Female,Loyal Customer,49,Business travel,Eco Plus,190,5,3,3,3,4,5,1,5,5,5,5,5,5,4,0,0.0,satisfied
3937,1205,Female,Loyal Customer,54,Personal Travel,Eco,312,2,4,4,3,5,5,5,5,5,4,5,3,5,4,0,0.0,neutral or dissatisfied
3938,15442,Female,Loyal Customer,59,Business travel,Eco,331,4,4,4,4,2,2,3,5,5,4,5,1,5,4,0,1.0,neutral or dissatisfied
3939,45670,Male,Loyal Customer,32,Personal Travel,Eco Plus,313,3,4,2,3,3,2,1,3,4,2,5,5,4,3,0,0.0,neutral or dissatisfied
3940,2069,Male,Loyal Customer,40,Business travel,Business,2502,3,3,3,3,4,4,4,4,4,4,4,5,4,4,0,0.0,satisfied
3941,30998,Male,Loyal Customer,42,Business travel,Business,391,5,5,5,5,3,3,3,4,4,4,4,4,4,4,29,60.0,satisfied
3942,107705,Male,disloyal Customer,21,Business travel,Eco,405,2,3,2,3,4,2,4,4,4,2,3,4,2,4,13,3.0,neutral or dissatisfied
3943,5059,Female,Loyal Customer,52,Business travel,Business,3394,2,2,2,2,3,4,5,5,5,5,5,4,5,4,0,25.0,satisfied
3944,41307,Male,Loyal Customer,27,Business travel,Eco,802,3,5,2,5,3,4,3,3,2,1,4,2,4,3,0,8.0,satisfied
3945,101057,Female,Loyal Customer,54,Business travel,Eco,368,2,3,3,3,1,3,4,2,2,2,2,2,2,2,23,9.0,neutral or dissatisfied
3946,101241,Male,Loyal Customer,48,Business travel,Eco,1587,3,3,3,3,3,3,3,3,2,1,3,3,4,3,21,11.0,neutral or dissatisfied
3947,88689,Male,Loyal Customer,33,Personal Travel,Eco,594,3,4,3,3,3,3,3,3,4,3,4,1,3,3,87,69.0,neutral or dissatisfied
3948,110657,Male,Loyal Customer,52,Business travel,Business,3000,2,2,2,2,5,5,4,4,4,4,4,4,4,3,4,0.0,satisfied
3949,34777,Female,Loyal Customer,43,Personal Travel,Eco,209,3,3,3,3,3,3,4,5,5,3,5,3,5,2,40,42.0,neutral or dissatisfied
3950,104813,Male,Loyal Customer,69,Personal Travel,Eco,587,1,5,1,2,3,1,3,3,3,2,5,5,5,3,48,41.0,neutral or dissatisfied
3951,69775,Female,Loyal Customer,50,Business travel,Eco,2454,4,4,4,4,4,4,4,2,5,3,4,4,4,4,0,13.0,neutral or dissatisfied
3952,29989,Female,Loyal Customer,22,Business travel,Business,183,2,2,2,2,5,5,3,5,3,2,4,4,5,5,0,1.0,satisfied
3953,59265,Male,Loyal Customer,44,Business travel,Business,4963,5,5,5,5,5,4,4,3,2,3,4,4,4,4,0,0.0,satisfied
3954,105677,Female,disloyal Customer,44,Business travel,Eco,663,2,4,2,3,2,2,2,2,2,5,3,1,3,2,15,9.0,neutral or dissatisfied
3955,91275,Female,disloyal Customer,51,Business travel,Business,545,2,1,1,4,3,2,3,3,3,2,4,4,4,3,2,0.0,neutral or dissatisfied
3956,119125,Female,disloyal Customer,15,Business travel,Eco,1107,5,5,5,2,4,5,4,4,3,5,5,5,4,4,0,0.0,satisfied
3957,114950,Male,Loyal Customer,41,Business travel,Business,404,3,3,3,3,2,4,5,4,4,5,4,5,4,3,0,0.0,satisfied
3958,1099,Male,Loyal Customer,52,Personal Travel,Eco,134,2,3,2,3,2,2,4,2,4,5,3,2,3,2,0,0.0,neutral or dissatisfied
3959,125778,Female,Loyal Customer,28,Business travel,Business,2637,1,1,1,1,5,5,5,5,4,4,4,5,4,5,14,61.0,satisfied
3960,100511,Female,disloyal Customer,18,Business travel,Eco,580,2,4,2,3,2,2,2,2,2,2,3,4,4,2,38,30.0,neutral or dissatisfied
3961,116023,Male,Loyal Customer,45,Personal Travel,Eco,337,3,3,3,3,4,3,4,4,5,5,1,3,3,4,0,0.0,neutral or dissatisfied
3962,90269,Female,Loyal Customer,30,Business travel,Business,2610,4,4,3,4,4,4,4,4,4,4,5,4,4,4,0,0.0,satisfied
3963,51216,Female,Loyal Customer,55,Business travel,Eco Plus,153,4,2,2,2,3,5,5,4,4,4,4,4,4,5,26,18.0,satisfied
3964,44776,Male,disloyal Customer,50,Business travel,Eco,1250,4,4,4,3,2,4,2,2,1,2,3,2,4,2,0,0.0,neutral or dissatisfied
3965,129376,Female,disloyal Customer,27,Business travel,Business,2454,3,3,3,3,2,3,2,2,4,5,3,3,5,2,0,0.0,neutral or dissatisfied
3966,81747,Male,Loyal Customer,43,Business travel,Business,1487,3,3,3,3,4,4,5,5,5,5,5,5,5,5,0,0.0,satisfied
3967,91624,Female,Loyal Customer,42,Business travel,Eco,1312,4,5,5,5,2,2,2,4,4,4,4,3,4,1,100,87.0,neutral or dissatisfied
3968,52409,Female,Loyal Customer,8,Personal Travel,Eco,370,2,4,2,2,3,2,3,3,2,5,4,4,2,3,0,0.0,neutral or dissatisfied
3969,43944,Female,disloyal Customer,38,Business travel,Business,473,3,3,3,3,3,3,3,3,2,5,4,1,4,3,0,6.0,neutral or dissatisfied
3970,62821,Female,Loyal Customer,23,Personal Travel,Eco,2556,2,3,2,3,2,2,2,4,1,3,3,2,3,2,3,14.0,neutral or dissatisfied
3971,19099,Male,Loyal Customer,35,Business travel,Eco,287,5,4,4,4,5,5,5,5,2,5,1,4,5,5,0,0.0,satisfied
3972,53707,Female,Loyal Customer,41,Business travel,Eco,1190,4,1,1,1,3,4,3,3,1,4,1,5,3,3,0,0.0,satisfied
3973,73593,Male,Loyal Customer,34,Business travel,Business,3792,5,5,5,5,3,5,5,4,4,4,5,3,4,5,0,0.0,satisfied
3974,88234,Female,disloyal Customer,38,Business travel,Eco,223,4,2,4,4,2,4,2,2,3,3,4,1,4,2,0,0.0,neutral or dissatisfied
3975,16826,Male,Loyal Customer,32,Personal Travel,Eco,645,1,5,1,3,3,1,3,3,4,5,4,3,1,3,0,18.0,neutral or dissatisfied
3976,69193,Male,Loyal Customer,54,Business travel,Business,3563,4,4,4,4,5,4,4,4,4,4,5,5,4,5,103,101.0,satisfied
3977,36890,Male,Loyal Customer,28,Business travel,Eco Plus,1182,0,0,0,2,3,0,3,3,3,5,2,5,4,3,31,20.0,satisfied
3978,28843,Male,Loyal Customer,43,Business travel,Eco,954,3,4,4,4,3,3,3,3,4,2,2,4,3,3,0,0.0,satisfied
3979,108279,Female,Loyal Customer,57,Personal Travel,Eco,895,2,5,2,3,4,5,5,4,4,2,4,4,4,4,36,15.0,neutral or dissatisfied
3980,118893,Female,disloyal Customer,26,Business travel,Business,587,5,5,5,1,5,5,5,5,5,5,4,5,3,5,130,135.0,satisfied
3981,96409,Male,Loyal Customer,15,Personal Travel,Eco,1407,5,3,5,3,1,5,1,1,5,5,3,5,2,1,0,0.0,satisfied
